代码,名称,当前价,评分,信号数量,信号列表,详情
002366,融发核电,5.7,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量30%)', '均线粘合(离散度1.35%)']"
002370,亚太药业,5.23,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度1.69%)']"
002382,蓝帆医疗,5.85,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量34%)', '均线粘合(离散度1.31%)']"
002386,天原股份,5.87,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度71%', '地量(均量36%)', '均线粘合(离散度0.40%)']"
002392,北京利尔,7.79,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度52%', '地量(均量37%)', '均线粘合(离散度1.21%)']"
002413,雷科防务,8.23,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度1.14%)']"
002421,达实智能,3.17,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度1.27%)']"
002426,胜利精密,2.61,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度2.99%)']"
002427,尤夫股份,4.62,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量37%)', '均线粘合(离散度2.47%)']"
002429,兆驰股份,8.15,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.56%)']"
002438,江苏神通,13.46,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量39%)', '均线粘合(离散度1.01%)']"
002461,珠江啤酒,8.36,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量25%)', '均线粘合(离散度0.88%)']"
002476,新叶股份,4.86,10,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度49%', '地量(均量57%)', '均线粘合(离散度3.00%)']"
002480,新筑股份,5.23,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量28%)', '均线粘合(离散度0.95%)']"
002527,新时达,10.73,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度2.23%)']"
002530,金财互联,7.15,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量40%)', '均线粘合(离散度1.35%)']"
002533,金杯电工,10.95,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量26%)', '均线粘合(离散度0.94%)']"
002575,群兴玩具,5.15,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量19%)', '均线粘合(离散度1.36%)']"
002576,通达动力,14.17,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度0.84%)']"
002605,姚记科技,16.66,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量39%)', '均线粘合(离散度3.00%)']"
002606,大连电瓷,12.68,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度2.79%)']"
002633,申科股份,14.1,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度1.22%)']"
002635,安洁科技,14.94,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度2.34%)']"
002658,雪迪龙,7.36,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度0.84%)']"
002700,万憬能源,6.36,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度2.68%)']"
002725,跃岭股份,11.06,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度1.05%)']"
002729,好利科技,13.94,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度1.25%)']"
002810,山东赫达,20.95,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量18%)', '均线粘合(离散度0.84%)']"
002823,凯中精密,12.75,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度1.16%)']"
002831,裕同科技,28.12,10,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度75%', '地量(均量56%)', '均线粘合(离散度1.21%)']"
002866,传艺科技,14.51,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量21%)', '均线粘合(离散度1.18%)']"
002891,中宠股份,27.57,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量35%)', '均线粘合(离散度2.07%)']"
002895,川恒股份,30.79,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量31%)', '均线粘合(离散度1.84%)']"
002919,名臣健康,16.79,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度2.32%)']"
002941,新疆交建,10.54,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量37%)', '均线粘合(离散度1.98%)']"
002967,广电计量,17.12,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量28%)', '均线粘合(离散度0.76%)']"
003022,联泓新科,19.69,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度1.48%)']"
003025,思进智能,12.0,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度1.50%)']"
003027,同兴科技,16.06,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量24%)', '均线粘合(离散度1.47%)']"
300034,钢研高纳,15.91,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量35%)', '均线粘合(离散度0.70%)']"
300048,合康新能,4.86,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量28%)', '均线粘合(离散度1.10%)']"
300052,中青宝,10.26,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度2.27%)']"
300055,万邦达,5.9,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量37%)', '均线粘合(离散度0.97%)']"
300056,中创环保,7.81,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量32%)', '均线粘合(离散度2.06%)']"
300057,万顺新材,6.54,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度1.33%)']"
300066,三川智慧,4.65,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度2.94%)']"
300080,易成新能,3.73,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量38%)', '均线粘合(离散度1.08%)']"
300084,海默科技,10.22,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量20%)', '均线粘合(离散度2.49%)']"
300101,振芯科技,13.97,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度2.02%)']"
300127,银河磁体,24.03,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度1.54%)']"
300140,节能环境,5.36,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量32%)', '均线粘合(离散度0.60%)']"
300187,永清环保,4.55,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度1.32%)']"
300200,高盟新材,8.52,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.02%)']"
300217,东方电热,4.05,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度2.00%)']"
300219,鸿利智汇,6.88,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度1.88%)']"
300222,科大智能,10.18,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度1.97%)']"
300224,正海磁材,11.41,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度0.99%)']"
300232,洲明科技,5.39,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量33%)', '均线粘合(离散度1.38%)']"
300269,联建光电,4.63,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度1.61%)']"
300272,开能健康,5.63,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量31%)', '均线粘合(离散度1.20%)']"
300316,晶盛机电,42.72,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量37%)', '均线粘合(离散度2.58%)']"
300335,迪森股份,5.52,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量28%)', '均线粘合(离散度2.14%)']"
300349,金卡智能,10.03,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度1.20%)']"
300351,永贵电器,14.35,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度0.66%)']"
300397,天和防务,10.7,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度2.03%)']"
300402,宝色股份,14.63,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量37%)', '均线粘合(离散度1.45%)']"
300422,博世科,4.01,10,5,"['地量', '均线粘合', '形态收敛', '低点抬高', '低位']","['地量(均量51%)', '均线粘合(离散度2.11%)']"
300448,浩云科技,5.49,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度1.50%)']"
300449,汉邦高科,6.83,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度1.16%)']"
300471,厚普股份,9.94,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量39%)', '均线粘合(离散度1.38%)']"
300487,蓝晓科技,68.78,10,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度63%', '地量(均量52%)', '均线粘合(离散度1.98%)']"
300536,农尚环境,8.76,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量32%)', '均线粘合(离散度1.38%)']"
300557,理工光科,25.76,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量39%)', '均线粘合(离散度1.93%)']"
300596,利安隆,40.4,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量32%)', '均线粘合(离散度2.32%)']"
300608,思特奇,9.68,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度1.13%)']"
300629,新劲刚,17.86,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度0.47%)']"
300631,久吾高科,21.31,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度0.48%)']"
300650,太龙股份,12.24,10,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['地量(均量53%)', '均线粘合(离散度1.67%)']"
300658,延江股份,10.44,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度1.46%)']"
300693,盛弘股份,38.7,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度1.43%)']"
300710,万隆光电,30.16,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量39%)', '均线粘合(离散度1.95%)']"
300717,华信新材,17.83,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量35%)', '均线粘合(离散度2.92%)']"
300730,科创信息,11.17,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度2.22%)']"
300791,仙乐健康,17.3,10,5,"['地量', '均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度80%', '地量(均量57%)', '均线粘合(离散度1.44%)']"
300838,浙江力诺,13.96,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量40%)', '均线粘合(离散度2.75%)']"
300871,回盛生物,21.39,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量37%)', '均线粘合(离散度1.51%)']"
300890,翔丰华,26.59,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度1.45%)']"
301023,奕帆传动,28.55,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量40%)', '均线粘合(离散度1.69%)']"
301029,怡合达,24.62,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度2.84%)']"
301069,凯盛新材,16.16,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度2.34%)']"
301079,邵阳液压,27.49,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度2.21%)']"
301118,恒光股份,22.99,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度1.19%)']"
301120,新特电气,14.89,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度0.88%)']"
301137,哈焊华通,31.9,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度1.13%)']"
301162,国能日新,36.06,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度3.00%)']"
301179,泽宇智能,20.37,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度1.11%)']"
301197,工大科雅,25.27,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度1.17%)']"
301213,观想科技,40.22,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度2.26%)']"
301238,瑞泰新材,16.15,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度2.45%)']"
301292,海科新源,61.49,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度1.98%)']"
301293,三博脑科,49.58,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.42%)']"
301499,维科精密,25.04,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度1.53%)']"
301501,恒鑫生活,27.31,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度69%', '地量(均量39%)', '均线粘合(离散度0.92%)']"
301609,山大电力,31.97,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度2.12%)']"
301638,南网数字,22.06,10,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度2.05%)']"
600011,华能国际,6.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度73%', '地量(均量28%)', '均线粘合(离散度0.64%)']"
600032,浙江新能,7.08,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度1.05%)']"
600056,中国医药,8.94,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量26%)', '均线粘合(离散度1.47%)']"
